Header,Length,phage_score,chromosome_score,plasmid_score,Possible_source
3828301,500,0.994629979133606,0.00110811204649508,0.00426188530400395,phage
2360751,500,0.0129493596032262,0.679671943187714,0.307378679513931,chromosome
3676095,500,0.370654940605164,0.370156198740005,0.259188860654831,phage
3827803,500,0.902959764003754,0.0460269041359425,0.0510132610797882,phage
3977531,500,0.195169627666473,0.263688862323761,0.541141450405121,plasmid
3933751,500,0.0222942922264338,0.257317095994949,0.72038859128952,plasmid
4021780,500,0.783580183982849,0.025424474850297,0.190995395183563,phage
637037,500,0.0327077992260456,0.542762696743011,0.424529492855072,chromosome
3638622,500,0.997334718704224,0.00067930924706161,0.00198592199012637,phage
2241993,500,0.00071401079185307,0.986855685710907,0.0124302702024579,chromosome
426442,500,0.0439704805612564,0.417335629463196,0.538693904876709,plasmid
3338968,500,0.000694614020176232,0.883433818817139,0.115871511399746,chromosome
1105972,500,0.194453284144402,0.680359065532684,0.12518772482872,chromosome
1894474,500,0.180190727114677,0.516607105731964,0.303202122449875,chromosome
1850574,500,0.00478756660595536,0.871981739997864,0.123230740427971,chromosome
3995532,500,0.995869338512421,0.00117392221000046,0.00295679550617933,phage
3524394,500,0.171081572771072,0.271208256483078,0.557710111141205,plasmid
1886621,500,0.604482769966125,0.101359859108925,0.294157385826111,phage
4110831,500,0.16044357419014,0.525851905345917,0.313704639673233,chromosome
3961839,500,0.171972662210464,0.344345480203629,0.483681887388229,plasmid
2493814,500,0.0465403571724892,0.552352130413055,0.401107519865036,chromosome
3591426,500,0.0360576957464218,0.280532598495483,0.683409690856934,plasmid
1400767,500,0.470673948526382,0.399482011795044,0.129844054579735,phage
699563,500,0.356207579374313,0.316966682672501,0.326825737953186,phage
3760339,500,0.0193494651466608,0.665528297424316,0.315122276544571,chromosome
249189,500,0.200881645083427,0.579954564571381,0.219163864850998,chromosome
2557347,500,0.044772744178772,0.638953506946564,0.316273748874664,chromosome
1732080,500,0.0235202182084322,0.917206466197968,0.0592732615768909,chromosome
2115398,500,0.00909540429711342,0.901698470115662,0.0892060920596123,chromosome
524134,500,0.0112981470301747,0.692695677280426,0.296006113290787,chromosome
4157054,500,0.132930368185043,0.336235016584396,0.530834555625916,plasmid
2595956,500,0.0872712358832359,0.348480612039566,0.564248204231262,plasmid
1841236,500,0.393073052167892,0.134823307394981,0.472103655338287,plasmid
1459858,500,0.00158985517919064,0.0907240584492683,0.907686114311218,plasmid
1766630,500,0.344890564680099,0.538374781608582,0.116734653711319,chromosome
446972,500,0.242246687412262,0.331412822008133,0.426340490579605,plasmid
1727403,500,0.306669592857361,0.237848401069641,0.45548203587532,plasmid
1678775,500,0.0209320783615112,0.974993824958801,0.00407419726252556,chromosome
3689997,500,0.90744811296463,0.0493341460824013,0.0432177968323231,phage
3960328,500,0.153596252202988,0.402973830699921,0.443429946899414,plasmid
1504916,500,0.0165908914059401,0.407629460096359,0.575779616832733,plasmid
960841,500,0.0103301946073771,0.472765266895294,0.516904592514038,plasmid
3678625,500,0.578428566455841,0.184238135814667,0.237333282828331,phage
4129827,500,0.989113211631775,0.00217139511369169,0.00871540512889624,phage
1860200,500,0.0302827078849077,0.567121922969818,0.402595400810242,chromosome
3701087,500,0.722034096717834,0.0334345810115337,0.244531318545341,phage
963530,500,0.000408089515985921,0.177510216832161,0.822081685066223,plasmid
3950372,500,0.796221554279327,0.0450559742748737,0.158722519874573,phage
1911407,500,0.0345293283462524,0.452599346637726,0.512871325016022,plasmid
1869334,500,0.00183680024929345,0.233545064926147,0.764618158340454,plasmid
2755226,500,0.0068981284275651,0.731855452060699,0.261246353387833,chromosome
1369318,500,0.1277214884758,0.591761231422424,0.280517339706421,chromosome
2004703,500,0.00482665374875069,0.422454386949539,0.572718977928162,plasmid
946457,500,0.00838391855359077,0.660295188426971,0.331320941448212,chromosome
3733040,500,0.800905108451843,0.0137777309864759,0.185317099094391,phage
3363903,500,0.00862464495003223,0.88263612985611,0.108739219605923,chromosome
2513872,500,0.000604226894211024,0.992992520332336,0.00640327343717217,chromosome
3766124,500,0.958820223808289,0.0104895196855068,0.030690174549818,phage
4153005,500,0.948585391044617,0.0205572620034218,0.0308572873473167,phage
2046437,500,0.068269245326519,0.609997272491455,0.321733564138412,chromosome
351255,500,0.520575165748596,0.116864919662476,0.362559854984283,phage
3674353,500,0.00327494973316789,0.361064791679382,0.635660171508789,plasmid
3828977,500,0.980956017971039,0.0100808469578624,0.00896316673606634,phage
1860087,500,0.0168812200427055,0.370528906583786,0.612589836120605,plasmid
2411770,500,0.00153498246800154,0.986989319324493,0.0114757409319282,chromosome
1459173,500,0.00046111285337247,0.852925956249237,0.146612942218781,chromosome
943010,500,0.0673446729779243,0.611928761005402,0.320726662874222,chromosome
3932373,500,0.0173662006855011,0.336542159318924,0.646091639995575,plasmid
3660515,500,0.987930655479431,0.0100224772468209,0.00204689824022353,phage
3929603,500,0.683006703853607,0.033185213804245,0.283807992935181,phage
1686432,500,0.834771275520325,0.0778865963220596,0.0873421207070351,phage
3865464,500,0.032860703766346,0.842786252498627,0.124353125691414,chromosome
4027655,500,0.878875374794006,0.0561391524970531,0.0649853944778442,phage
2043126,500,0.199015155434608,0.512401819229126,0.288583070039749,chromosome
3404811,500,0.100466929376125,0.618153989315033,0.281379103660583,chromosome
31085,500,0.00347671401686966,0.795375227928162,0.201148003339767,chromosome
295015,500,0.0160903837531805,0.67499041557312,0.308919250965118,chromosome
3795463,500,0.999054968357086,0.000413555273553357,0.000531554804183543,phage
1421385,500,0.00832513533532619,0.967892050743103,0.0237828232347965,chromosome
1713251,500,0.0165402013808489,0.184795662760735,0.798664212226868,plasmid
4109477,500,0.547095000743866,0.381963402032852,0.0709415525197983,phage
3664930,500,0.00203389069065452,0.726936876773834,0.271029263734818,chromosome
3802761,500,0.00117294630035758,0.588770866394043,0.4100561439991,chromosome
2041882,500,0.102652311325073,0.825647711753845,0.0716999620199203,chromosome
3715634,500,0.991566717624664,0.00169077247846872,0.00674244668334723,phage
3673043,500,0.97577965259552,0.0210581235587597,0.00316216214559972,phage
1617139,500,0.737028181552887,0.25603511929512,0.00693669589236379,phage
3804346,500,0.174255833029747,0.668260097503662,0.157484039664268,chromosome
1165405,500,0.0152054633945227,0.433864086866379,0.550930500030518,plasmid
1580074,500,0.00778928259387612,0.677305400371552,0.314905375242233,chromosome
3907409,500,0.966749370098114,0.022717896848917,0.0105327209457755,phage
1977851,500,0.00523164449259639,0.374810338020325,0.61995804309845,plasmid
2686389,500,0.00589620368555188,0.150901883840561,0.84320193529129,plasmid
4127921,500,0.0492151901125908,0.224810183048248,0.72597461938858,plasmid
1267693,500,0.205940499901772,0.166394740343094,0.627664804458618,plasmid
243574,500,0.241636738181114,0.244158759713173,0.514204502105713,plasmid
3950340,500,0.89074045419693,0.0264876335859299,0.0827718675136566,phage
636359,500,0.00655316468328238,0.753115713596344,0.240331098437309,chromosome
1141371,500,0.541338384151459,0.254780471324921,0.203881114721298,phage
428266,500,0.00206557661294937,0.303543239831924,0.694391191005707,plasmid
3662696,500,0.0533411502838135,0.574234187602997,0.372424602508545,chromosome
309784,500,0.0292366612702608,0.604082703590393,0.366680532693863,chromosome
3883043,500,0.224008038640022,0.569817662239075,0.206174299120903,chromosome
4132705,500,0.396915912628174,0.0758007764816284,0.527283310890198,plasmid
4073754,500,0.0847411826252937,0.618350803852081,0.296907961368561,chromosome
1387273,500,0.250411808490753,0.316426187753677,0.433162033557892,plasmid
3948174,500,0.805396556854248,0.0396900363266468,0.154913306236267,phage
3658706,500,0.924201786518097,0.00256330892443657,0.073234923183918,phage
3790725,500,0.263597011566162,0.273079931735992,0.463323026895523,plasmid
2868074,500,0.0162441059947014,0.802326679229736,0.181429222226143,chromosome
3505408,500,0.0370365120470524,0.903170347213745,0.0597931146621704,chromosome
2927820,500,0.0187792014330626,0.895310699939728,0.0859101191163063,chromosome
2231284,500,0.253907799720764,0.535637378692627,0.210454896092415,chromosome
3670878,500,0.000384657119866461,0.444436281919479,0.555178999900818,plasmid
245462,500,0.351162523031235,0.139414682984352,0.509422838687897,plasmid
3679080,500,0.0349173210561275,0.433677494525909,0.531405210494995,plasmid
3674619,500,0.034966953098774,0.588190853595734,0.376842170953751,chromosome
3972078,500,0.990725815296173,0.0036450691986829,0.00562917487695813,phage
1165502,500,0.0886990576982498,0.202516227960587,0.708784759044647,plasmid
3761906,500,0.761462271213531,0.00842213816940784,0.230115592479706,phage
653202,500,0.00404959870502353,0.776337087154388,0.219613313674927,chromosome
3766733,500,0.73926168680191,0.0769174322485924,0.183820784091949,phage
3916260,500,0.916586220264435,0.044951356947422,0.0384625196456909,phage
1924088,500,0.0675703436136246,0.292993545532227,0.639436066150665,plasmid
2086719,500,0.237264484167099,0.701244473457336,0.0614911206066608,chromosome
1270595,500,0.250640660524368,0.34942215681076,0.399937182664871,plasmid
3893445,500,0.00129909464158118,0.995266675949097,0.00343433115631342,chromosome
8588,500,0.0674877911806107,0.452949821949005,0.479562342166901,plasmid
2376517,500,0.608115792274475,0.240139529109001,0.151744604110718,phage
2821652,500,5.46619921806268e-05,0.46759244799614,0.532352864742279,plasmid
2565670,500,0.000140044954605401,0.0477408207952976,0.952119052410126,plasmid
2240151,500,0.015366886742413,0.768737971782684,0.215895131230354,chromosome
855383,500,0.0232174713164568,0.85898631811142,0.117796152830124,chromosome
3332586,500,0.000235525527386926,0.915601551532745,0.0841629281640053,chromosome
2269685,500,0.00571811199188232,0.399639874696732,0.594642043113708,plasmid
1471274,500,0.196064889431,0.634104192256927,0.169830948114395,chromosome
3515935,500,0.0619090348482132,0.319567650556564,0.618523240089417,plasmid
2786274,500,0.0688022077083588,0.374260932207108,0.556936919689178,plasmid
1004697,500,0.164155393838882,0.109283037483692,0.726561546325684,plasmid
3667114,500,0.446003139019012,0.333365797996521,0.220631122589111,phage
3220941,500,0.579977512359619,0.329714417457581,0.0903081074357033,phage
276117,500,0.0515415221452713,0.0881408900022507,0.860317647457123,plasmid
3802040,500,0.00409235712140799,0.95794415473938,0.0379635132849216,chromosome
1581501,500,0.118320688605309,0.527827382087708,0.353851974010468,chromosome
36110,500,0.366170912981033,0.433380573987961,0.200448498129845,chromosome
1003807,500,0.0542689710855484,0.35123074054718,0.594500303268433,plasmid
2466563,500,0.00326834549196064,0.807033956050873,0.189697757363319,chromosome
2330284,500,0.0569937042891979,0.229086548089981,0.713919699192047,plasmid
655357,500,0.101668938994408,0.55342698097229,0.344904035329819,chromosome
2643119,500,0.169508337974548,0.441668599843979,0.388823062181473,chromosome
3505929,500,0.139934465289116,0.300693392753601,0.559372127056122,plasmid
3710835,500,0.127528131008148,0.219503030180931,0.652968883514404,plasmid
25594,500,0.0021843311842531,0.469941943883896,0.527873694896698,plasmid
4165621,500,0.137354642152786,0.814147055149078,0.0484983138740063,chromosome
1311642,500,0.00257807737216353,0.721850574016571,0.275571376085281,chromosome
3671010,500,0.0167195107787848,0.593286216259003,0.389994263648987,chromosome
1983747,500,0.0125668505206704,0.682545959949493,0.304887145757675,chromosome
276125,500,0.0115304766222835,0.393649935722351,0.594819605350494,plasmid
433352,500,0.198134958744049,0.677721798419952,0.124143317341805,chromosome
1926331,500,0.10833316296339,0.16405388712883,0.727612972259521,plasmid
1479961,500,0.0183790978044271,0.937200307846069,0.0444206446409225,chromosome
3114301,500,0.0169774442911148,0.440582484006882,0.542440056800842,plasmid
248518,500,0.214799076318741,0.699212431907654,0.0859885811805725,chromosome
3683393,500,0.00455366168171167,0.835685193538666,0.159761160612106,chromosome
3641761,500,0.909734487533569,0.0297163333743811,0.0605491027235985,phage
3986317,500,0.999407768249512,0.000380207580747083,0.000212023820495233,phage
4166743,500,0.0374266989529133,0.803727090358734,0.158846139907837,chromosome
3985556,500,0.886818051338196,0.0375840924680233,0.0755978301167488,phage
4022167,500,0.983883202075958,0.0111008966341615,0.00501592829823494,phage
432058,500,0.00201983493752778,0.0975988283753395,0.900381326675415,plasmid
2195225,500,0.00999443233013153,0.881662428379059,0.108343191444874,chromosome
4063545,500,0.890505969524384,0.0208266321569681,0.0886674299836159,phage
2506217,500,0.0169353000819683,0.322662562131882,0.660402178764343,plasmid
3402319,500,0.0439017899334431,0.5978764295578,0.358221769332886,chromosome
3678578,500,4.80590460938402e-05,0.956370174884796,0.0435816831886768,chromosome
4109343,500,0.0188040342181921,0.600502908229828,0.380693048238754,chromosome
2364522,500,0.0242661759257317,0.494188010692596,0.481545895338058,chromosome
3640556,500,0.566149890422821,0.248725682497025,0.185124456882477,phage
2636826,500,0.342849344015121,0.307349026203156,0.349801629781723,plasmid
2933181,500,0.099432647228241,0.166821300983429,0.733746111392975,plasmid
3892854,500,0.00181321613490582,0.957664012908936,0.0405227243900299,chromosome
1811079,500,0.316395431756973,0.313051551580429,0.37055304646492,plasmid
2270749,500,0.00325183314271271,0.464406907558441,0.532341241836548,plasmid
2317437,500,0.000435801164712757,0.565120816230774,0.434443444013596,chromosome
3669864,500,0.0295161809772253,0.658126831054688,0.312357008457184,chromosome
4159277,500,0.328639417886734,0.192517057061195,0.478843480348587,plasmid
2846799,500,0.166154786944389,0.572405576705933,0.261439681053162,chromosome
3588549,500,0.023471437394619,0.531692564487457,0.444835990667343,chromosome
1001001,500,0.00360443140380085,0.153172343969345,0.843223214149475,plasmid
3156849,500,0.255876332521439,0.463145196437836,0.280978471040726,chromosome
3761217,500,0.919796466827393,0.0279810149222612,0.0522224605083466,phage
1769170,500,0.00149962271098047,0.972476422786713,0.0260238982737064,chromosome
1935556,500,0.0342971496284008,0.957730174064636,0.00797278434038162,chromosome
3405902,500,0.203307911753654,0.685511112213135,0.111180908977985,chromosome
3898829,500,0.0606832318007946,0.59096771478653,0.348349064588547,chromosome
1591582,500,0.0356745645403862,0.25688561797142,0.707439780235291,plasmid
2799297,500,0.0160950347781181,0.912350356578827,0.0715546235442162,chromosome
3708934,500,0.950590848922729,0.00884126871824265,0.040567871183157,phage
3804043,500,0.00127604976296425,0.358294367790222,0.640429556369781,plasmid
3934929,500,0.0128052709624171,0.916003704071045,0.0711909905076027,chromosome
3524332,500,0.000556832412257791,0.949509739875793,0.0499335005879402,chromosome
3221814,500,0.0115587627515197,0.834366679191589,0.154074639081955,chromosome
3762009,500,0.940308630466461,0.0198876410722733,0.0398037433624268,phage
1966402,500,0.0808218345046043,0.393751442432404,0.525426685810089,plasmid
148168,500,0.0396548844873905,0.476308107376099,0.484036982059479,plasmid
3103226,500,0.00132058293092996,0.629977345466614,0.368702113628387,chromosome
1292137,500,0.000203990915906616,0.769835770130157,0.229960173368454,chromosome
887184,500,0.0203864742070436,0.818856000900269,0.1607576161623,chromosome
3410156,500,0.0848202481865883,0.450956404209137,0.464223355054855,plasmid
4087327,500,0.145236298441887,0.313524603843689,0.541239082813263,plasmid
426181,500,0.182780221104622,0.229985356330872,0.587234497070312,plasmid
3238255,500,0.433830887079239,0.307082712650299,0.259086400270462,phage
1376835,500,0.128006264567375,0.338425487279892,0.533568263053894,plasmid
702258,500,0.0764853656291962,0.42427396774292,0.499240726232529,plasmid
3977280,500,0.0592351593077183,0.756537199020386,0.184227615594864,chromosome
996267,500,0.380453139543533,0.201047018170357,0.418499857187271,plasmid
4087698,500,0.0521827414631844,0.255058944225311,0.692758321762085,plasmid
3900584,500,0.0417048335075378,0.248841628432274,0.709453582763672,plasmid
3738422,500,0.816600918769836,0.144075781106949,0.0393233187496662,phage
3797755,500,0.0231949929147959,0.946047067642212,0.0307579692453146,chromosome
4085276,500,0.773444771766663,0.210022374987602,0.0165327619761229,phage
3063148,500,0.35868513584137,0.450751543045044,0.190563306212425,chromosome
3650011,500,0.207965612411499,0.359126657247543,0.43290776014328,plasmid
3256208,500,0.0115252211689949,0.6880823969841,0.300392359495163,chromosome
702804,500,0.0250670276582241,0.771099090576172,0.203833982348442,chromosome
3631283,500,0.00591689674183726,0.864368557929993,0.129714488983154,chromosome
3871454,500,0.985340774059296,0.00167192460503429,0.0129873109981418,phage
4035605,500,0.993799030780792,0.00209340010769665,0.00410760007798672,phage
3923901,500,0.278404384851456,0.105785116553307,0.615810513496399,plasmid
801501,500,0.380086094141006,0.356376111507416,0.263537853956223,phage
2261868,500,0.00377717823721468,0.427910476922989,0.568312287330627,plasmid
1933702,500,0.0275399629026651,0.959576785564423,0.0128832161426544,chromosome
2940812,500,0.402486711740494,0.110873617231846,0.486639678478241,plasmid
